File,Bytes,RowsRead,Columns,Head1MiB_SHA256,SamplingRule,Status
part-00038-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69724612,1066,47,c1a3e5ab2b9ca054,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00039-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,128847605,1066,47,5bf14a4e64619378,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00040-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67877094,1066,47,66c891a5a094fc98,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00041-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131136787,1066,47,a4dbeedee6dd807e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00042-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,65548482,1066,47,eadece0d33632d7e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00043-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,73934126,1066,47,c45e14ea82a56923,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00044-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68363042,1066,47,35ed7cd034b27a98,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00045-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72852687,1066,47,377c3758d844e7dd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00046-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69396990,1066,47,b58f1834d02d1003,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00047-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70436360,1066,47,770e0a90234bdf34,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00048-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,64758310,1066,47,1f18f94fa0a61ffb,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00049-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,73366528,1066,47,bd5f5dfc1d11b1fc,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00050-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68827565,1066,47,1ad6f1d74dd5b3d7,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00051-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,74016352,1066,47,111afcac75f340d2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00052-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131237337,1066,47,1e751b27b62416da,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00053-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71647643,1066,47,71bfcd1ca3281d4b,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00054-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69393256,1066,47,3bc20bd0fe95c876,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00055-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,65483787,1066,47,913e6f9c8067a83c,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00056-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69216827,1066,47,b1290287417c7d9c,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00057-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,126559084,1066,47,0f962641d1022a1b,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00058-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69781679,1066,47,5469a24e4c8320a1,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00059-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72201522,1066,47,40ca7fbf52ebb0ef,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00060-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,74883016,1066,47,cc20a22cc046ae6c,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00061-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70630063,1066,47,8bc61942e94f7c76,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00062-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,129950207,1066,47,4ca9fb9b0ebff8a5,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00063-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69938127,1066,47,58225e64769d397a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00064-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,77504476,1066,47,607c9ecc67ef2bec,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00065-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72143930,1066,47,c6e54964a3e8a83d,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00066-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,63665600,1066,47,dcc0fc0ec4f562fe,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00067-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,78950881,1066,47,9b8576a414bedb79,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00068-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,65994215,1066,47,278dda378c9e4b22,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00069-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70749825,1066,47,07db6f22713d395a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00070-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67709008,1066,47,857dfaf634152074,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00071-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,81768949,1066,47,05b153d9d9654675,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00072-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,76823868,1066,47,ec0e1ed5f5a555bc,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00073-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69410931,1066,47,fa72f1a6679a30c2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00074-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72796357,1066,47,79e6073f154dbc52,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00075-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,130882802,1066,47,74c30584ae96f99a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00076-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131641019,1066,47,d6cb7d369ebe84e5,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00077-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,128353857,1066,47,8b789eee9857d14f,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00078-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,128139824,1066,47,74d8213bd645175b,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00079-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,132927483,1066,47,5feeb9e8993bf604,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00080-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69421521,1066,47,e84440f03110b694,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00081-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67969473,1066,47,378451150e8902b9,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00082-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67841365,1066,47,f7ec8b009a4c74a9,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00083-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67381798,1066,47,2b0ac6e761e4e8a4,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00084-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,66230041,1066,47,45c2df7522ed87fd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00085-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71587066,1066,47,d1fe205b4368d5a8,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00086-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71624988,1066,47,14b58b8821e1913d,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00087-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69605941,1066,47,c37b797ac9c3e3df,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00088-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,66855519,1066,47,e76cd500b5bac676,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00089-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71404342,1066,47,56eae556b897b8f6,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00090-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70897157,1066,47,84221f3ae3ebd436,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00091-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,76621852,1066,47,6d27b9e91b3d30b2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00092-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,62406325,1066,47,19016546903745d4,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00093-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,74783438,1066,47,594961d4fb335793,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00094-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,126307446,1066,47,d954481376e319e1,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00095-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,130884768,1066,47,fb5d6af8925826be,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00096-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,75144993,1066,47,5e101e4a299174d0,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00097-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72043305,1066,47,2cfa509589a9db94,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00098-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131632566,1066,47,45451707618042f9,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00099-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71182337,1066,47,642cb8e18df8c189,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00100-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,66577384,1066,47,353d20acdf4d58a5,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00101-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68886307,1066,47,006961ce29e0add2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00102-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68355236,1066,47,ff69e6e230438921,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00103-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,74389885,1066,47,e4afd39ab58e17d5,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00104-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,65859132,1066,47,7558654e4fe73065,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00105-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68289162,1066,47,341d2a33eea23d63,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00106-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,73891212,1066,47,668a80d59c151e7f,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00107-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,65853341,1066,47,e07de8b78756e6ac,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00108-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68243073,1066,47,8b79d3b53d41a381,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00109-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,77472282,1066,47,69e70c7d6eb2f7dd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00110-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69778307,1066,47,74a5bbc267f9fa34,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00111-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,79332993,1066,47,586efe0e38b104aa,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00112-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,74659074,1066,47,6bf7e72011a50f51,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00113-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,132985640,1066,47,ed78f1707178a3bb,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00114-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70684400,1066,47,1d7a76554aa1c850,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00115-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,64469015,1066,47,8f713d3069878049,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00116-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72152282,1066,47,534b9b7c67f07159,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00117-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71755315,1066,47,7ce02992738b65da,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00118-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,64761296,1066,47,09e8075a4cb152b2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00119-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70663852,1066,47,0f590063bb49352e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00120-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69271655,1066,47,6e2e78ae35c569eb,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00121-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72670364,1066,47,3dfb6489c6852513,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00122-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,73113834,1066,47,630ad3c7b6045731,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00123-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,75568816,1066,47,ce0ad5f9606e7fcd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00124-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,73293640,1066,47,2fbd736f10588fd6,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00125-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,132131508,1066,47,87a7c2232b5630fd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00126-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69087322,1066,47,aa33444ef6595658,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00127-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131911597,1066,47,3a38fc15275cfb4b,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00128-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70598310,1066,47,a2550ddf77c8b3d0,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00129-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67656345,1066,47,a0a55c2e0e93720a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00130-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,75690669,1066,47,99894baafead4d45,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00131-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131358881,1066,47,354c8fa2460b28e8,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00132-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70418759,1066,47,9a7f20c484ad1432,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00133-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70643676,1066,47,8c576a961924bad5,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00134-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71745152,1066,47,6d7b8ad7ef685134,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00135-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70491013,1066,47,1c6e9a81e5290296,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00136-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131004617,1066,47,4a214fce2e218cf4,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00137-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,75533437,1066,47,c3b75d81d0633e41,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00138-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131640373,1066,47,f007c766692acde7,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00139-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,71311521,1066,47,3cffa8801bafca8a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00140-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,132388545,1066,47,6736846d2793829f,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00141-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,66005625,1066,47,bdc47f58f3f4805a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00142-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,76802163,1066,47,24f40b9efe645fe1,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00143-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70471586,1066,47,1f71fa7844fc1474,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00144-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,72128631,1066,47,0d192bf6b98a0bde,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00145-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,130414605,1066,47,7fce26002baa2d47,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00146-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,66934350,1066,47,c6b9aa32fa2b2647,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00147-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70086002,1066,47,8f85b9ba56fd38c1,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00148-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69221518,1066,47,2f99b3a17eea369c,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00149-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131359680,1066,47,e35c1bc99aaf599f,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00150-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68381805,1066,47,1cb0ed5bb9c06128,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
